,0,1,2,3,4
0,6.4481133937835695,5.110374236106873,5.181426286697388,11.501571488380431,1.3059698581695556
1,3.8628353834152223,2.4356332540512087,2.6713542461395265,5.11339111328125,1.3428739786148072
2,3.8062079906463624,2.160332989692688,3.144679403305054,6.117848420143128,1.4993895053863526
3,3.7380420923233033,3.0149364471435547,3.0847069025039673,5.765871167182922,1.4546997785568236
4,4.277815127372742,2.940614438056946,3.27246298789978,6.52925431728363,1.5854112148284911
5,11.525763988494873,2.205028223991394,4.900483441352844,8.559895372390747,1.6923940181732178
6,1.8775002241134644,2.5129470109939573,4.044329285621643,8.426645016670227,0.8798411369323731
7,1.9990540981292724,8.361200857162476,7.237720561027527,9.581421661376954,3.160860013961792
8,4.261252069473267,9.752606320381165,8.141872239112853,14.217589473724365,4.408016777038574
9,9.554208540916443,5.360438203811645,11.611098098754884,52.12957618236542,2.439684343338013
10,5.2015434265136715,4.928101754188537,4.56816794872284,5.750832724571228,2.0483695030212403
11,1.2165066480636597,2.5310723781585693,18.420865416526794,20.141511464118956,0.0
12,4.076077842712403,11.083103489875793,6.119969511032105,11.807732319831848,1.8113481283187867
13,8.195912337303161,6.744563245773316,6.799810194969178,10.532038521766662,2.7198487281799317
