,0,1,2,3,4
0,62342.0,32954.0,157005.4,11241.0,114938.0
1,130425.4,24848.0,87753.6,0.0,137734.6
2,87801.0,67491.0,121544.0,0.0,92734.0
3,91736.9,24594.0,143183.4,46555.0,48347.0
4,112656.0,22175.0,120843.3,15541.0,115098.0
5,70890.1,76009.0,116972.1,13305.0,111370.0
6,99255.0,0.0,128984.0,0.0,161670.5
7,63911.6,51594.0,69866.0,0.0,119308.0
8,115648.0,0.0,114682.3,0.0,117496.0
9,138820.7,34697.0,110347.5,0.0,85926.0
