-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11140,9759,9788,9901,10217,10704,10992,9859,9825,5917,6820,6851,4607,7637,7191,9882,11836,11684,11437,12521,8441,9236,1837,1824,1877,2925,3242,3297,3697,8246,8396,8207,9266,9049,9021,10076,10165,12884,8205,7746
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11353,9971,10001,10114,10430,10916,11205,10072,10038,6130,7400,7431,5109,8217,7771,10095,9105,11896,11650,12734,8654,9448,2339,2326,2379,3427,3744,3799,8268,8459,8609,8419,9479,9262,9233,10289,10378,13096,8418,7959
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8717,9883,9913,10026,10342,8344,8632,9984,9950,6042,6945,6976,4731,7762,7315,10007,8649,11808,11562,12646,8566,9360,1961,1949,2002,3049,3367,3422,3822,8371,8521,8331,9391,9174,9145,10201,10290,13008,8330,7871
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8048,6706,6736,6841,7953,7675,7963,8392,6772,4693,7059,7090,5822,7876,7429,11097,8763,12899,12652,13736,9656,10451,3052,3039,3092,4140,4457,4512,4912,9461,9611,9422,10481,10264,10236,11291,11380,14099,6987,5812
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8168,6827,6856,6961,8074,7795,8083,8512,6893,4539,6905,6936,5051,7722,7275,10326,8609,12128,11881,12965,8885,9680,2281,2268,2321,3369,3686,3741,4141,8690,8840,8651,9710,9493,9465,10520,10609,13328,7107,8190
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8158,6817,6847,6951,8064,7785,8074,8502,6883,4530,6895,6926,5061,7712,7266,10336,8600,12138,11891,12975,8895,9689,2291,2278,2331,3378,3696,3751,4151,8700,8850,8661,9720,9503,9474,10530,10619,13337,7098,5648
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8019,6677,6707,6812,7924,7646,7934,8363,6744,4665,7030,7061,5793,7847,7401,11068,8735,12870,12623,13707,9627,10422,3023,3010,3063,4111,4428,4483,4883,9432,9582,9393,10452,10235,10207,11262,11351,14070,6958,5783
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8009,6667,6697,6801,7914,7635,7924,8352,6733,4654,7020,7051,5783,7837,7390,11058,8724,12860,12613,13697,9617,10412,3013,3000,3053,4100,4418,4473,4873,9422,9572,9383,10442,10225,10196,11252,11341,14059,6948,5773
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8009,6667,6697,6802,7914,7635,7924,8352,6733,4654,7020,7051,5783,7837,7390,11058,8724,12860,12613,13697,9617,10412,3013,3000,3053,4101,4418,4473,4873,9422,9572,9383,10442,10225,10197,11252,11341,14060,6948,5773
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8375,7033,7063,7167,8280,8001,8290,8718,7099,4746,7111,7142,5538,7929,7482,10814,8816,12615,12369,13453,9373,10167,2768,2755,2809,3856,4174,4229,4629,9178,9328,9138,10198,9981,9952,11008,11097,13815,7314,5864
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7602,6260,6290,6395,7508,7229,7517,7946,6327,6686,7590,7620,5376,8407,7960,10652,9294,12453,12207,13291,9211,10005,2606,2593,2646,3694,4011,4066,4467,9016,9165,8976,10035,9819,9790,10846,10935,13653,6541,8515
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7593,6252,6281,6386,7499,7220,7508,7937,6318,6678,7581,7612,5367,8398,7951,10643,9285,12444,12198,13282,9202,9996,2597,2585,2638,3685,4003,4058,4458,9007,9157,8967,10027,9810,9781,10837,10926,13644,6532,8507
